"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Chicken leg","Chicken leg, drumstick and thigh, sauteed, skin eaten","24134300","0","0","0","0.0","128","65.8","0.0","14","0","5.479","22.65","14","0.19","25.2","0.0","0.087","61.96","6.101","3.375","3.738","14.52","10","0.064","1.06","21","202","244","414","1.93","14","0.41","0.391","0.0","0.42","5.5"
"Chicken leg","Chicken leg, drumstick and thigh, sauteed, skin not eaten","24134301","0","0","0","0.0","128","69.2","0.0","0","0","5.8","23.87","7","0.213","26.7","0.0","0.094","66.28","3.642","2.274","2.206","8.96","10","0.068","1.11","23","212","257","419","2.11","7","0.39","0.428","0.0","0.41","6.0"
"Chicken leg","Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten","24137300","0","0","0","5.91","105","55.6","0.2","16","0","4.84","19.0","12","0.192","22.9","0.1","0.134","57.09","7.165","4.975","3.767","17.16","15","0.065","1.24","19","173","205","353","1.61","12","0.34","0.317","0.0","0.98","10.8"
"Chicken leg","Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten","24137301","0","0","0","0.0","128","69.4","0.0","0","0","5.811","23.92","7","0.214","26.8","0.0","0.094","66.41","3.649","2.279","2.211","8.98","10","0.068","1.11","23","212","257","343","2.12","7","0.39","0.429","0.0","0.41","6.0"
"Chicken leg","Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten","24137310","0","0","0","3.93","117","61.2","0.2","16","0","5.233","20.96","13","0.198","24.5","0.07","0.121","60.74","5.595","3.16","3.418","13.38","14","0.067","1.21","21","189","226","428","1.78","13","0.37","0.355","0.0","0.41","5.3"
"Chicken leg","Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten","24137311","0","0","0","0.0","128","69.2","0.0","0","0","5.8","23.87","7","0.213","26.7","0.0","0.094","66.28","3.642","2.274","2.206","8.96","10","0.068","1.11","23","212","257","419","2.11","7","0.39","0.428","0.0","0.41","6.0"
"Chicken drumstick","Chicken drumstick, NS as to cooking method, skin eaten","24140210","0","0","0","0.12","149","73.3","0.0","0","0","5.966","25.65","17","0.224","25.7","0.12","0.063","61.42","4.75","1.523","2.855","11.46","22","0.082","1.02","23","245","279","392","2.52","17","0.49","0.196","0.0","0.51","0.0"
"Chicken drumstick","Chicken drumstick, NS as to cooking method, skin not eaten","24140220","0","0","0","0.0","155","80.1","0.0","0","0","5.745","27.71","10","0.229","27.4","0.0","0.065","64.11","2.827","1.029","1.573","6.76","20","0.089","1.05","23","248","291","403","2.86","10","0.47","0.184","0.0","0.54","0.0"
"Chicken drumstick","Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw","24142300","0","0","0","0.0","129","67.4","0.0","11","0","5.371","23.21","12","0.202","26.7","0.0","0.092","66.0","4.13","2.071","2.724","10.09","11","0.071","1.1","22","194","246","353","2.35","12","0.39","0.381","0.0","0.19","3.2"
"Chicken drumstick","Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw","24142301","0","0","0","0.0","129","69.9","0.0","0","0","5.565","24.1","6","0.221","27.9","0.0","0.097","69.52","2.168","1.195","1.496","5.67","11","0.074","1.13","22","199","254","358","2.54","6","0.38","0.405","0.0","0.18","3.5"
"Chicken drumstick","Chicken drumstick, baked or broiled, skin eaten, from pre-cooked","24142310","0","0","0","0.12","149","73.3","0.0","0","0","5.966","25.65","17","0.224","25.7","0.12","0.063","61.42","4.75","1.523","2.855","11.46","22","0.082","1.02","23","245","279","392","2.52","17","0.49","0.196","0.0","0.51","0.0"
"Chicken drumstick","Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked","24142311","0","0","0","0.0","155","80.1","0.0","0","0","5.745","27.71","10","0.229","27.4","0.0","0.065","64.11","2.827","1.029","1.573","6.76","20","0.089","1.05","23","248","291","403","2.86","10","0.47","0.184","0.0","0.54","0.0"
"Chicken drumstick","Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant","24142320","0","0","0","0.0","126","65.8","0.0","11","0","5.243","22.66","12","0.197","26.1","0.0","0.09","64.42","4.861","2.837","2.929","11.83","11","0.069","1.08","21","189","240","503","2.29","12","0.38","0.372","0.0","0.42","5.4"
"Chicken drumstick","Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant","24142321","0","0","0","0.0","126","68.2","0.0","0","0","5.432","23.52","6","0.215","27.3","0.0","0.095","67.86","2.946","1.982","1.731","7.51","11","0.072","1.11","21","194","248","507","2.48","6","0.37","0.395","0.0","0.41","5.7"
"Chicken drumstick","Chicken drumstick, rotisserie, skin eaten","24142400","0","0","0","0.12","149","73.3","0.0","0","0","5.966","25.65","17","0.224","25.7","0.12","0.063","61.42","4.75","1.523","2.855","11.46","22","0.082","1.02","23","245","279","392","2.52","17","0.49","0.196","0.0","0.51","0.0"
"Chicken drumstick","Chicken drumstick, rotisserie, skin not eaten","24142401","0","0","0","0.0","155","80.1","0.0","0","0","5.745","27.71","10","0.229","27.4","0.0","0.065","64.11","2.827","1.029","1.573","6.76","20","0.089","1.05","23","248","291","403","2.86","10","0.47","0.184","0.0","0.54","0.0"
"Chicken drumstick","Chicken drumstick, grilled without sauce, skin eaten","24142500","0","0","0","0.0","126","65.9","0.0","11","0","5.253","22.7","12","0.197","26.2","0.0","0.09","64.55","4.871","2.842","2.935","11.85","11","0.069","1.08","21","190","240","427","2.3","12","0.38","0.372","0.0","0.42","5.4"
"Chicken drumstick","Chicken drumstick, grilled without sauce, skin not eaten","24142501","0","0","0","0.0","126","68.4","0.0","0","0","5.442","23.57","6","0.216","27.3","0.0","0.095","67.99","2.951","1.986","1.735","7.53","11","0.072","1.11","21","194","249","432","2.49","6","0.37","0.396","0.0","0.41","5.7"
"Chicken drumstick","Chicken drumstick, grilled with sauce, skin eaten","24142510","0","24","0","7.28","103","55.1","0.2","24","812","4.395","18.68","10","0.171","21.6","5.94","0.078","62.46","4.143","2.488","2.454","10.15","15","0.069","1.0","20","158","237","588","1.9","11","0.31","0.317","0.1","0.53","5.2"
"Chicken drumstick","Chicken drumstick, grilled with sauce, skin not eaten","24142511","0","24","0","7.28","103","57.1","0.2","16","812","4.549","19.39","5","0.186","22.5","5.94","0.082","65.27","2.577","1.789","1.474","6.62","15","0.072","1.02","20","162","245","592","2.06","7","0.3","0.336","0.1","0.52","5.4"
"Chicken drumstick","Chicken drumstick, stewed, skin eaten","24143210","0","0","0","0.0","131","67.8","0.0","13","0","4.794","22.54","12","0.163","26.2","0.0","0.082","65.81","4.457","2.214","2.916","10.64","12","0.06","0.93","21","176","227","417","2.28","12","0.41","0.344","0.0","0.17","0.3"
"Chicken drumstick","Chicken drumstick, stewed, skin not eaten","24143220","0","0","0","0.0","126","71.4","0.0","0","0","5.01","23.71","7","0.179","27.7","0.0","0.087","69.35","2.331","1.23","1.587","5.9","12","0.062","0.93","22","183","237","423","2.52","7","0.41","0.369","0.0","0.17","0.2"
"Chicken drumstick","Chicken drumstick, sauteed, skin eaten","24144300","0","0","0","0.0","126","65.9","0.0","11","0","5.253","22.7","12","0.197","26.2","0.0","0.09","64.55","4.871","2.842","2.935","11.85","11","0.069","1.08","21","190","240","427","2.3","12","0.38","0.372","0.0","0.42","5.4"
"Chicken drumstick","Chicken drumstick, sauteed, skin not eaten","24144301","0","0","0","0.0","126","68.4","0.0","0","0","5.442","23.57","6","0.216","27.3","0.0","0.095","67.99","2.951","1.986","1.735","7.53","11","0.072","1.11","21","194","249","432","2.49","6","0.37","0.396","0.0","0.41","5.7"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating eaten, from raw","24147300","0","0","0","5.91","104","55.7","0.2","14","0","4.659","19.05","11","0.198","23.6","0.1","0.136","59.16","6.183","4.55","3.126","15.04","16","0.069","1.25","19","163","202","363","1.9","11","0.31","0.303","0.0","0.98","10.8"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating not eaten, from raw","24147301","0","0","0","0.0","127","68.5","0.0","0","0","5.453","23.61","6","0.216","27.4","0.0","0.095","68.12","2.957","1.99","1.738","7.54","11","0.072","1.11","21","195","249","356","2.49","6","0.37","0.396","0.0","0.41","5.8"
"Chicken drumstick","Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw","24147302","0","0","0","5.9","103","57.6","0.2","5","0","4.801","19.7","6","0.213","24.5","0.1","0.14","61.78","4.643","3.859","2.164","11.56","16","0.071","1.28","19","167","209","443","2.06","6","0.31","0.321","0.0","0.97","11.0"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked","24147310","0","0","0","7.07","99","53.5","0.3","14","0","4.525","18.25","10","0.198","23.0","0.12","0.145","57.89","6.425","4.875","3.154","15.62","17","0.069","1.29","19","157","194","479","1.82","10","0.3","0.288","0.0","1.08","11.8"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked","24147311","0","0","0","0.0","126","68.4","0.0","0","0","5.442","23.57","6","0.216","27.3","0.0","0.095","67.99","2.951","1.986","1.735","7.53","11","0.072","1.11","21","194","249","432","2.49","6","0.37","0.396","0.0","0.41","5.7"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant","24147320","0","0","0","12.07","91","56.2","0.6","5","0","4.614","17.73","19","0.227","23.6","0.1","0.12","49.06","7.294","5.663","4.284","18.72","26","0.143","1.19","20","161","212","625","1.53","19","0.48","0.186","0.0","0.87","6.1"
"Chicken drumstick","Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant","24147321","0","0","0","6.05","109","67.5","0.2","5","0","5.025","21.78","10","0.282","28.3","0.1","0.128","58.84","4.506","3.494","2.337","11.18","20","0.079","1.22","21","180","242","546","2.06","10","0.6","0.222","0.0","0.87","6.1"
"Chicken drumstick","Chicken drumstick, baked, coated, skin / coating eaten","24147400","0","0","0","3.93","115","61.3","0.2","13","0","5.03","21.01","11","0.204","25.3","0.07","0.124","63.08","4.49","2.681","2.697","10.98","15","0.071","1.23","21","178","223","439","2.11","11","0.35","0.338","0.0","0.41","5.2"
"Chicken drumstick","Chicken drumstick, baked, coated, skin / coating not eaten","24147401","0","0","0","0.0","126","68.4","0.0","0","0","5.442","23.57","6","0.216","27.3","0.0","0.095","67.99","2.951","1.986","1.735","7.53","11","0.072","1.11","21","194","249","432","2.49","6","0.37","0.396","0.0","0.41","5.7"
"Chicken thigh","Chicken thigh, NS as to cooking method, skin eaten","24150210","0","0","0","0.12","127","62.9","0.0","0","0","5.732","22.51","20","0.227","22.0","0.12","0.055","61.41","6.446","2.038","3.927","15.08","16","0.077","0.95","21","218","255","335","1.78","20","0.47","0.191","0.0","0.46","0.0"
"Chicken thigh","Chicken thigh, NS as to cooking method, skin not eaten","24150220","0","0","0","0.0","128","68.0","0.0","0","0","5.441","24.09","13","0.234","23.1","0.0","0.055","64.35","4.727","1.621","2.777","10.74","13","0.084","0.97","21","216","262","335","2.0","13","0.45","0.176","0.0","0.48","0.0"
"Chicken thigh","Chicken thigh, baked, broiled, or roasted, skin eaten, from raw","24152230","0","0","0","0.0","132","67.2","0.0","17","0","5.754","23.12","16","0.189","25.2","0.0","0.087","61.59","6.22","2.975","4.086","14.62","9","0.063","1.07","22","215","252","332","1.72","16","0.44","0.412","0.0","0.19","3.3"
"Chicken thigh","Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw","24152231","0","0","0","0.0","132","71.4","0.0","0","0","6.171","24.61","8","0.217","26.9","0.0","0.095","66.6","3.341","1.685","2.297","8.1","9","0.067","1.12","24","229","267","336","1.91","8","0.42","0.459","0.0","0.18","3.9"
"Chicken thigh","Chicken thigh, baked or broiled, skin eaten, from pre-cooked","24152240","0","0","0","0.12","127","62.9","0.0","0","0","5.732","22.51","20","0.227","22.0","0.12","0.055","61.41","6.446","2.038","3.927","15.08","16","0.077","0.95","21","218","255","335","1.78","20","0.47","0.191","0.0","0.46","0.0"
"Chicken thigh","Chicken thigh, baked or broiled, skin not eaten, from pre-cooked","24152241","0","0","0","0.0","128","68.0","0.0","0","0","5.441","24.09","13","0.234","23.1","0.0","0.055","64.35","4.727","1.621","2.777","10.74","13","0.084","0.97","21","216","262","335","2.0","13","0.45","0.176","0.0","0.48","0.0"
"Chicken thigh","Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant","24152250","0","0","0","0.0","129","65.6","0.0","16","0","5.617","22.57","16","0.184","24.6","0.0","0.085","60.12","6.9","3.72","4.26","16.25","9","0.061","1.05","21","210","246","482","1.68","16","0.43","0.402","0.0","0.42","5.5"
"Chicken thigh","Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant","24152251","0","0","0","0.0","129","69.7","0.0","0","0","6.024","24.02","8","0.212","26.3","0.0","0.093","65.01","4.09","2.46","2.513","9.89","9","0.065","1.1","23","223","261","486","1.86","8","0.41","0.448","0.0","0.41","6.1"
"Chicken thigh","Chicken thigh, rotisserie, skin eaten","24152300","0","0","0","0.12","127","62.9","0.0","0","0","5.732","22.51","20","0.227","22.0","0.12","0.055","61.41","6.446","2.038","3.927","15.08","16","0.077","0.95","21","218","255","335","1.78","20","0.47","0.191","0.0","0.46","0.0"
"Chicken thigh","Chicken thigh, rotisserie, skin not eaten","24152301","0","0","0","0.0","128","68.0","0.0","0","0","5.441","24.09","13","0.234","23.1","0.0","0.055","64.35","4.727","1.621","2.777","10.74","13","0.084","0.97","21","216","262","335","2.0","13","0.45","0.176","0.0","0.48","0.0"
"Chicken thigh","Chicken thigh, stewed, skin eaten","24153210","0","0","0","0.0","138","62.8","0.0","20","0","5.234","22.39","16","0.156","26.4","0.0","0.079","61.44","6.437","2.939","4.219","15.31","11","0.048","1.2","23","186","243","383","1.63","16","0.43","0.382","0.0","0.17","0.3"
"Chicken thigh","Chicken thigh, stewed, skin not eaten","24153220","0","0","0","0.0","140","67.8","0.0","0","0","5.696","24.36","8","0.181","29.0","0.0","0.086","66.34","3.422","1.544","2.327","8.56","12","0.049","1.26","25","199","264","384","1.86","8","0.42","0.433","0.0","0.17","0.3"
"Chicken thigh","Chicken thigh, grilled without sauce, skin eaten","24154010","0","0","0","0.0","129","65.7","0.0","17","0","5.628","22.61","16","0.185","24.6","0.0","0.086","60.24","6.914","3.727","4.268","16.29","9","0.061","1.05","21","210","246","406","1.68","16","0.43","0.402","0.0","0.42","5.5"
"Chicken thigh","Chicken thigh, grilled without sauce, skin not eaten","24154011","0","0","0","0.0","129","69.8","0.0","0","0","6.036","24.07","8","0.212","26.3","0.0","0.093","65.14","4.099","2.465","2.518","9.91","9","0.065","1.1","23","224","262","410","1.87","8","0.41","0.449","0.0","0.41","6.1"
"Chicken thigh","Chicken thigh, grilled with sauce, skin eaten","24154020","0","24","0","7.28","106","54.9","0.2","29","812","4.701","18.61","13","0.161","20.3","5.94","0.074","58.95","5.811","3.211","3.542","13.77","13","0.063","0.98","20","175","242","571","1.4","15","0.35","0.342","0.1","0.53","5.3"
"Chicken thigh","Chicken thigh, grilled with sauce, skin not eaten","24154021","0","24","0","7.28","106","58.3","0.2","16","812","5.034","19.8","6","0.183","21.7","5.94","0.08","62.95","3.513","2.181","2.114","8.56","13","0.066","1.01","21","186","255","575","1.55","8","0.33","0.38","0.1","0.52","5.8"
"Chicken thigh","Chicken thigh, sauteed, skin eaten","24154300","0","0","0","0.0","129","65.7","0.0","17","0","5.628","22.61","16","0.185","24.6","0.0","0.086","60.24","6.914","3.727","4.268","16.29","9","0.061","1.05","21","210","246","406","1.68","16","0.43","0.402","0.0","0.42","5.5"
"Chicken thigh","Chicken thigh, sauteed, skin not eaten","24154301","0","0","0","0.0","129","69.8","0.0","0","0","6.036","24.07","8","0.212","26.3","0.0","0.093","65.14","4.099","2.465","2.518","9.91","9","0.065","1.1","23","224","262","410","1.87","8","0.41","0.449","0.0","0.41","6.1"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating eaten, from raw","24157300","0","0","0","5.91","106","55.6","0.2","18","0","4.959","18.98","14","0.188","22.4","0.1","0.132","55.73","7.813","5.255","4.189","18.57","14","0.063","1.23","19","179","207","347","1.42","14","0.35","0.327","0.0","0.98","10.9"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating not eaten, from raw","24157301","0","0","0","0.0","130","69.9","0.0","0","0","6.048","24.12","8","0.212","26.4","0.0","0.094","65.27","4.107","2.47","2.523","9.93","9","0.065","1.1","23","224","262","334","1.87","8","0.41","0.45","0.0","0.41","6.1"
"Chicken thigh","Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw","24157302","0","0","0","5.9","106","58.7","0.2","5","0","5.273","20.1","7","0.209","23.7","0.1","0.138","59.52","5.556","4.24","2.788","13.46","14","0.066","1.27","21","190","219","426","1.56","7","0.34","0.363","0.0","0.97","11.3"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked","24157310","0","0","0","7.07","101","53.4","0.3","19","0","4.808","18.19","13","0.188","21.9","0.12","0.141","54.64","7.966","5.543","4.159","18.96","16","0.063","1.26","19","173","198","464","1.36","13","0.34","0.311","0.0","1.08","11.9"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked","24157311","0","0","0","0.0","129","69.8","0.0","0","0","6.036","24.07","8","0.212","26.3","0.0","0.093","65.14","4.099","2.465","2.518","9.91","9","0.065","1.1","23","224","262","410","1.87","8","0.41","0.449","0.0","0.41","6.1"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating eaten, from fast food","24157320","0","0","0","12.94","87","70.1","0.3","5","0","4.911","16.22","14","0.269","22.8","0.1","0.144","48.63","8.905","4.497","4.581","19.64","50","0.08","1.19","20","179","201","748","1.23","14","0.35","0.141","0.0","1.09","6.1"
"Chicken thigh","Chicken thigh, fried, coated, skin / coating not eaten, from fast food","24157321","0","0","0","6.24","102","96.3","0.2","5","0","5.024","19.38","11","0.309","26.8","0.1","0.141","59.41","5.28","3.39","2.718","12.76","26","0.082","1.12","19","176","208","613","1.62","11","0.41","0.165","0.0","0.9","6.1"
